artifact_id,current_path,historical_checksum,historical_checksum_source,current_content_checksum,checksum_match_status
ART-039,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_006_015_DRAFT_RECONCILIATION.md,NONE_RECORDED,,a27652dba26e5e52fa57d18121eb7d613b286b566ec32d5963a3d6d053ed9343,NO_PRIOR_RECORD
ART-040,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_SPECIFICATION_CLARIFICATION_REVIEW.md,NONE_RECORDED,,f3a395ffd0b8f8a5867de19ebb677b517f06934de417880ef40d72221866c8f0,NO_PRIOR_RECORD
ART-041,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_006_SPECIFICATION_CLARIFICATION_REVIEW.md,NONE_RECORDED,,eb46d1e04caadffbf8896ae1cab668c1dd05794df11131f61b5ffe750cafc96d,NO_PRIOR_RECORD
ART-042,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_006_CLARIFICATION_RECONCILIATION.md,NONE_RECORDED,,a49f0c0bebf07a2130ebb4851ba5e1cfb9e2854948c798314e5450ef4a6fed72,NO_PRIOR_RECORD
ART-043,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_01_M0_ADJUDICATION.md,NONE_RECORDED,,ce248a127259eddbfcf39055b7e4b98c14f6ee3419e4bdc1d69673266620a200,NO_PRIOR_RECORD
ART-044,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_02_M2_ESTIMAND_ADJUDICATION.md,NONE_RECORDED,,5fb734153a9804bc9a852ed10fb5189263e692ca355c5a210d72998df22b02e4,NO_PRIOR_RECORD
ART-045,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_03_M2_FULL_SCALE_ADJUDICATION.md,NONE_RECORDED,,74e6986fcbf19ae652f5be2534c500c4c1e0c3e7e7680a0ea2d0eb01345d4b8a,NO_PRIOR_RECORD
ART-046,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_04_M3_EXACT_NULL_ADJUDICATION.md,NONE_RECORDED,,8c0e56b73a44d824e5a172affdee28f7a1cd46106bc9b4c6dea07ff331078c19,NO_PRIOR_RECORD
ART-047,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_05_M3_DECISION_RULE_ADJUDICATION.md,NONE_RECORDED,,7d638d2083bfcb8860b89b2d39bbc4184842e241ec0f3cd7a5ca6980b815a3a5,NO_PRIOR_RECORD
ART-048,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_06_ADVISORY_GATES_ADJUDICATION.md,NONE_RECORDED,,930af3d98ce07fadbff0a279261a92a1e2f3738f8f19849e63bee293d714d3fb,NO_PRIOR_RECORD
ART-049,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_07_M3_GATE031_RETIREMENT_ADJUDICATION.md,NONE_RECORDED,,da12185835921c9e7c96be89e733ed2b471f3609b40bbc6c7249dd985c5be91f,NO_PRIOR_RECORD
ART-050,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_DECISION_LEDGER.csv,NONE_RECORDED,,d214763d2763f4a86e1e5c3412450b5bc6fa948dca8343a03272f1517b881062,NO_PRIOR_RECORD
ART-051,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_DEPENDENCY_MATRIX.csv,NONE_RECORDED,,3ddfd2cdff97828426f1f9e3ddfbf7ecc239829665338cbd6acdfcdf8c56b2c7,NO_PRIOR_RECORD
ART-052,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_IMPLEMENTATION_WAVES.md,NONE_RECORDED,,ae2e20c46f4aaeb9454def3d468f5d26e4285d3ede706d0811d18b3408006bea,NO_PRIOR_RECORD
ART-053,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_TEST_INVENTORY.csv,NONE_RECORDED,,f6bed386823f3c064c32543c830f02a92ef96c7528e894473bfaf632c49865be,NO_PRIOR_RECORD
ART-054,docs/thesis/pilot_annotation/MODEL_3B_ARCHIVAL_DENSITY_COMPARISON_MATRIX.md,NONE_RECORDED,,f0e13948bf2448d7444e429289d9dc9e43a33c9a9b5ae8a4a7e31fd575a46068,NO_PRIOR_RECORD
ART-055,docs/thesis/pilot_annotation/MODEL_3B_ARCHIVAL_DENSITY_CONTROL_PLAN_DRAFT.md,NONE_RECORDED,,de34b2456389e706991cfc25ec25a73e2378c0b77d45659794f7aecbb5795a95,NO_PRIOR_RECORD
ART-056,docs/thesis/pilot_annotation/MODEL_3B_CANDIDATE_IMPLEMENTATION_REVIEW.md,NONE_RECORDED,,0dc29d3d53de18e59d497650bf88f3b4c1996902f98d4b7ddf28cc696b4f6034,NO_PRIOR_RECORD
ART-057,docs/thesis/pilot_annotation/MODEL_3B_CD_FINAL_1000_EXECUTION_PLAN.md,NONE_RECORDED,,7d7d06d80da79d21c2e1883020679300d7bc97715fe95c2139f0a99aaa8ea8ae,NO_PRIOR_RECORD
ART-058,docs/thesis/pilot_annotation/MODEL_3B_CD_FINAL_1000_RECOVERY_AUDIT.md,NONE_RECORDED,,7ffaa736aebaf91ddf93d5ca14ad4cefac9c2e94f4c4149c5d7cd5721af94a5d,NO_PRIOR_RECORD
ART-059,docs/thesis/pilot_annotation/MODEL_3B_CD_INSTRUMENTATION_PILOT_10x10_AUDIT.md,NONE_RECORDED,,d9326b03e26aeeebb891ffdf1f8fd5c27d13e62b62dac0f6a726c011e12687b0,NO_PRIOR_RECORD
ART-060,docs/thesis/pilot_annotation/MODEL_3B_CD_INSTRUMENTATION_PILOT_BLOCKER.md,NONE_RECORDED,,d9b3bcaa51f6dadbc0312cdf3120a70dd31f1705994c0efa736686567306086c,NO_PRIOR_RECORD
ART-061,docs/thesis/pilot_annotation/MODEL_3B_CD_MASTER_BLUEPRINT.md,NONE_RECORDED,,56f941e2bf44ee08f536f09a34d1354f7e4c342d9510b27379e0f4392c01a00c,NO_PRIOR_RECORD
ART-062,docs/thesis/pilot_annotation/MODEL_3B_CD_PILOT_100_AUDIT.md,NONE_RECORDED,,907a5ccefd5998bfcab66564f21965038aab384c4d21d5cb879f674d26ce1b11,NO_PRIOR_RECORD
ART-063,docs/thesis/pilot_annotation/MODEL_3B_CD_SIMULATION_CELL_MANIFEST.md,NONE_RECORDED,,5a0354f241e03c9259e22697b5bf4548cf35db6b0fd1a75ccf4dbdc738360ecb,NO_PRIOR_RECORD
ART-064,docs/thesis/pilot_annotation/MODEL_3B_CD_SIMULATION_RECOVERY_PLAN.md,NONE_RECORDED,,527bd70d5852e972263fbd1e4e7e80d7a000d1e744f38ed9ca7b2056d3e0a106,NO_PRIOR_RECORD
ART-065,docs/thesis/pilot_annotation/MODEL_3B_CD_V1_POSTMORTEM.md,NONE_RECORDED,,1a4a83dd726f555066649a4b2c83463489737727820949fb19de2a7fcfc5a6af,NO_PRIOR_RECORD
ART-066,docs/thesis/pilot_annotation/MODEL_3B_CD_V1_STATUS_ADDENDUM_RESEARCH_ONLY.md,NONE_RECORDED,,1ee828d5f31c300b5fd0f9d90da2a63f8f3a8037329b56f0cdd6c2b04900521e,NO_PRIOR_RECORD
ART-067,docs/thesis/pilot_annotation/MODEL_3B_COLONIAL_CATEGORY_AND_RESISTANCE_INTERPRETIVE_AUDIT.md,NONE_RECORDED,,70c2ca82a0be14be55150a908b8d1c89d8245eb22205daa658e5357c54beaf9e,NO_PRIOR_RECORD
ART-068,docs/thesis/pilot_annotation/MODEL_3B_COMPLETE_AMENDMENT_CONSISTENCY_AUDIT.md,NONE_RECORDED,,977b70802f0f4b6ac1324cb48e7fff42ff712f55c5239454643810367b5df75a,NO_PRIOR_RECORD
ART-069,docs/thesis/pilot_annotation/MODEL_3B_CONDITIONAL_CLUSTERING_TEST_AUDIT.md,NONE_RECORDED,,e99ac0308b16f797e9738d5e8449f042d3b9e1c984424ff941524860477764c0,NO_PRIOR_RECORD
ART-070,docs/thesis/pilot_annotation/MODEL_3B_CONDITIONAL_CLUSTERING_TEST_PLAN.md,NONE_RECORDED,,c96d70840843c63c3bfc790f295a47a92750368898271a8fe5e2d948dacc213c,NO_PRIOR_RECORD
ART-071,docs/thesis/pilot_annotation/MODEL_3B_EVENT_SOURCE_PROVENANCE_AUDIT.md,NONE_RECORDED,,a2e79dcd2d39e319f7e560cb0fed7333319a0429e08653889989f1b605621f9f,NO_PRIOR_RECORD
ART-072,docs/thesis/pilot_annotation/MODEL_3B_FINAL_EPISTEMIC_STATUS.md,NONE_RECORDED,,f874580223e8e0b1c86126d3a68f19f56bed8b0aad8c876f4b8372cb62ecdc34,NO_PRIOR_RECORD
ART-073,docs/thesis/pilot_annotation/MODEL_3B_FUTURE_GATE_APPLICABILITY_MATRIX.csv,NONE_RECORDED,,6bb150aca3292cab040e19dafb0cd795d7294712fd8c6aed068fccc7a46b7b88,NO_PRIOR_RECORD
ART-074,docs/thesis/pilot_annotation/MODEL_3B_GATE_AMENDMENT_PROPOSAL.md,NONE_RECORDED,,849a7c16025dd94ef800e58bbb2f209a91673b1a9b65aa20be63b2bec7e1c755,NO_PRIOR_RECORD
ART-075,docs/thesis/pilot_annotation/MODEL_3B_LEAVE_SOURCE_OUT_FEASIBILITY.md,NONE_RECORDED,,5f8e4804a34b6d73896ae05a4cf65d3e33a4a6479735d3020b38e0655a263ae0,NO_PRIOR_RECORD
ART-076,docs/thesis/pilot_annotation/MODEL_3B_M0_INTERVAL_COVERAGE_AUDIT.md,NONE_RECORDED,,6ca661fbad61b177e28f75c744533a68b3bc1b0a343371f29693f3fe68a6948e,NO_PRIOR_RECORD
ART-077,docs/thesis/pilot_annotation/MODEL_3B_M2_IDENTIFIABILITY_PROFILE.md,NONE_RECORDED,,002b4c4dcd0938442f7ca5406b7a8ae59f1ad9fa516eb16c3f5ed2e944b80cd4,NO_PRIOR_RECORD
ART-078,docs/thesis/pilot_annotation/MODEL_3B_M3_NULL_BOUNDARY_AUDIT.md,NONE_RECORDED,,dc8b841472ea599c93ce85c367a72d0be993f91fa3f93df7266cd242a7472b8d,NO_PRIOR_RECORD
ART-079,docs/thesis/pilot_annotation/MODEL_3B_OBSERVATION_REGIME_SIMULATION_SPEC.md,NONE_RECORDED,,9caabd53c825b49ee4dce0d7f834911a14473842aaad16ff1437b2857dd71fec,NO_PRIOR_RECORD
ART-080,docs/thesis/pilot_annotation/MODEL_3B_PARENT_EPISODE_CONCENTRATION_REVIEW.md,NONE_RECORDED,,389cc787224eae968383115652803a04a199cb23f3ebe754c2e0d7e773abc337,NO_PRIOR_RECORD
ART-081,docs/thesis/pilot_annotation/MODEL_3B_PHASE0_AUDIT_SUMMARY.md,NONE_RECORDED,,232f81d5c5848ca3c6c771dcb0ef7d2ea4c4ec5df266b375eb610ba49e1bcc65,NO_PRIOR_RECORD
ART-082,docs/thesis/pilot_annotation/MODEL_3B_PHASE0_DATE_PRECISION_LEDGER.csv,NONE_RECORDED,,0de62ceb5606d47cfb269dd1381beddaa8a588ed26799a7ac42e5f5dec2da8e8,NO_PRIOR_RECORD
ART-083,docs/thesis/pilot_annotation/MODEL_3B_PHASE_B_PROVENANCE_AUDIT_PLAN.md,NONE_RECORDED,,612c36f475053130212e594a808e11e4fff498cae59f2d41370a83077d2e9512,NO_PRIOR_RECORD
ART-084,docs/thesis/pilot_annotation/MODEL_3B_PILOT_GATE_CLASSIFICATION.csv,NONE_RECORDED,,0916b1593f93c82e43d7592bcde56d11b0048a9e8199e0c8a30f566754dfbfb1,NO_PRIOR_RECORD
ART-085,docs/thesis/pilot_annotation/MODEL_3B_PILOT_RECOVERY_DIAGNOSTIC_AUDIT.md,NONE_RECORDED,,181d43639d676185d17c567ef4a121458aca8eff9e47fee2b2aa5f15e4c06624,NO_PRIOR_RECORD
ART-086,docs/thesis/pilot_annotation/MODEL_3B_POST_PHASE_D_EPISTEMOLOGICAL_NOTE.md,NONE_RECORDED,,355b6173bf61db7cefa1fdaaaf797136aed7b1353d83e0cd4f92f0f72a2abf66,NO_PRIOR_RECORD
ART-087,docs/thesis/pilot_annotation/MODEL_3B_RECOVERY_GATE_SPECIFICATION.csv,d4d4d3f5215c2b76fffe0cd40bc59a6ffc78eded93db3188eb598aae468df22b,"MODEL_3B_RECOVERY_PROTOCOL_V2.md (line 23) -- NOTE: this file was NOT moved (historical archive, original 70-row gate spec)",d4d4d3f5215c2b76fffe0cd40bc59a6ffc78eded93db3188eb598aae468df22b,MATCH
ART-088,docs/thesis/pilot_annotation/MODEL_3B_RECOVERY_TOURNAMENT_DESIGN.md,NONE_RECORDED,,b7dd57d501da0c31c02a1779cde4fe71ff07b53b4f9d1a1dcef0e98ae5eab236,NO_PRIOR_RECORD
ART-089,docs/thesis/pilot_annotation/MODEL_3B_RECOVERY_TOURNAMENT_EXECUTION_PROTOCOL.md,NONE_RECORDED,,343210133907999061247a5566f158dfe0bf92d00a4f0e7dc7b871c6ee1365a8,NO_PRIOR_RECORD
ART-090,docs/thesis/pilot_annotation/MODEL_3B_ROOT_CAUSE_AND_LITERATURE_COMPATIBILITY_AUDIT.md,NONE_RECORDED,,baf01cfc0a991d58da135dc32be870cd4e90a42f78d41b4a229ba5cf1928514a,NO_PRIOR_RECORD
ART-091,docs/thesis/pilot_annotation/MODEL_3B_SYNTHETIC_RECOVERY_RESULTS.md,NONE_RECORDED,,c2edabcb01eb0fcb17c78f0b2579262210cf8fca87706ac0946734ee886c4f7b,NO_PRIOR_RECORD
ART-092,docs/thesis/pilot_annotation/MODEL_3B_TOURNAMENT_GONOGO_SUMMARY.md,NONE_RECORDED,,e43bc996f0c84d2fdca8edb15319fd8da3a81556bbe9628d6ae09cdaae0793a4,NO_PRIOR_RECORD
ART-093,docs/thesis/pilot_annotation/MODEL_3B_VARIABLE_ROLE_DECISION_MATRIX.csv,NONE_RECORDED,,15a815cab97e3fcebee372ec2fc5c95353ee41f5ef89f9b643126f8f724ac5a0,NO_PRIOR_RECORD
ART-094,docs/thesis/colab/model3b_spec_validator/__init__.py,NONE_RECORDED,,50d2646117886162809375fdaae529b4b464444bdb504853b87b4afcda0c03fc,NO_PRIOR_RECORD
ART-095,docs/thesis/colab/model3b_spec_validator/applicability_validator.py,NONE_RECORDED,,a201a948aa3eeb01bee2b12aa88107e355bee9a3aa91a162d8ae908dca5fd395,NO_PRIOR_RECORD
ART-096,docs/thesis/colab/model3b_spec_validator/parser.py,NONE_RECORDED,,37dd0355612bc66a4df42d18b638c3cc40b0a8169118cde940d6818a3b98b1c3,NO_PRIOR_RECORD
ART-097,docs/thesis/colab/model3b_spec_validator/schema_validator.py,NONE_RECORDED,,bdf6d5be403295b77ba36df4dc0c6f087afba404bf26d15e902266ae8212dbfe,NO_PRIOR_RECORD
ART-098,docs/thesis/colab/model3b_spec_validator/tests/__init__.py,NONE_RECORDED,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,NO_PRIOR_RECORD
ART-099,docs/thesis/colab/model3b_spec_validator/tests/test_applicability_validator.py,NONE_RECORDED,,5954273634c73b5ad698aa14b3f8cc56abf3e1a1ca65187471e2643dbf7e0589,NO_PRIOR_RECORD
ART-100,docs/thesis/colab/model3b_spec_validator/tests/test_parser.py,NONE_RECORDED,,1a22db1a0398ad657ab6d41fa7985952ae2282f5370eff5cc32158ec5ff6d432,NO_PRIOR_RECORD
ART-101,docs/thesis/colab/model3b_spec_validator/tests/test_schema_validator.py,NONE_RECORDED,,89b5bdd5b7c5ad250e0c0c745f3eaf2ac56f3d42b09b74890713cf2967641ed3,NO_PRIOR_RECORD
ART-102,docs/thesis/colab/model3b_spec_validator/validate_frozen_baseline.py,NONE_RECORDED,,2496cd47d891e47b5fa55f74ea98aeda914fe7c6ad79aa5d6048a44074456536,NO_PRIOR_RECORD
ART-103,docs/thesis/colab/model3b_spec_validator/tests/fixtures/broken_gate_spec_blank_field.csv,NONE_RECORDED,,3796e1cb5db83b33af10425294c9944634e5e3f5c886d6ffb29d1ff0e96b0742,NO_PRIOR_RECORD
ART-104,docs/thesis/colab/model3b_spec_validator/tests/fixtures/broken_gate_spec_duplicate_id.csv,NONE_RECORDED,,121e7797eaf48a49429de5377110b9b3de1cbf7a2fee2abd481d9bb87bd4d73c,NO_PRIOR_RECORD
ART-105,docs/thesis/colab/model3b_spec_validator/tests/fixtures/broken_ledger_bad_status.csv,NONE_RECORDED,,9e206f5ef1b00c8d412aef70f3e7cd149b86e85da35b9de4bc374418c5e0b31c,NO_PRIOR_RECORD
ART-106,docs/thesis/colab/model3b_spec_validator/tests/fixtures/minimal_gate_spec.csv,NONE_RECORDED,,63c5878b881798ed7e84d0eb9c5b483f58252ce559d939814a12c5e0f02b6298,NO_PRIOR_RECORD
ART-107,docs/thesis/colab/model3b_spec_validator/tests/fixtures/minimal_ledger.csv,NONE_RECORDED,,0eb9243a9b58fb04025914d8b3644a26841530429080bd2e1101948402615dda,NO_PRIOR_RECORD
ART-108,docs/thesis/colab/model3b_tournament_harness/__init__.py,NONE_RECORDED,,b0a76fbdadfde8e5b1fc1b15200a2c0e3d221d41bcdfd3d59bb4d7c6b9cadf74,NO_PRIOR_RECORD
ART-109,docs/thesis/colab/model3b_tournament_harness/m0_baseline.py,NONE_RECORDED,,dee71c334f95e916eac11042fa4ed2c40b37a94d7d50dfbc7d8110112f76e5e9,NO_PRIOR_RECORD
