artifact_id,current_path,filename,extension,artifact_family,tracked_status,frozen_status,content_sha256,size_bytes,target_path,move_required,internal_reference_count,external_reference_count,collision_status,notes
ART-001,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_MATHEMATICAL_SPECIFICATION_V2.md,MODEL_3B_MATHEMATICAL_SPECIFICATION_V2.md,md,V2_SPECIFICATION,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,1c3baac66d5f985db1747cf0d33fb4ab66a671d13b7461a25727888dc9c2f2bc,30604,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_MATHEMATICAL_SPECIFICATION_V2.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-013,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_08_RESOURCE_CEILING_ADJUDICATION.md,MODEL_3B_NUM_DEC_08_RESOURCE_CEILING_ADJUDICATION.md,md,NUM_DEC_ADJUDICATION,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,f6b9b00daafb17c7cff5a0dbde8293d93b622bb9ee0e9322f2da1f42b02a8f17,34946,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_08_RESOURCE_CEILING_ADJUDICATION.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-014,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_GATE_V1_TO_V2_RECONCILIATION.csv,MODEL_3B_GATE_V1_TO_V2_RECONCILIATION.csv,csv,RECONCILIATION_OR_CONSISTENCY,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,ed255869a6bdd825cb20b0e729fa975f24bc17ac951dc4635460528dc1f3d9a2,26060,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_GATE_V1_TO_V2_RECONCILIATION.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-015,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_V2_NUMERICAL_DECISION_DIGEST.md,MODEL_3B_V2_NUMERICAL_DECISION_DIGEST.md,md,RECONCILIATION_OR_CONSISTENCY,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,81b2f1946858feec5a48f9e452088a4afcc5ba0b01537284ee420873080acdae,27545,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_V2_NUMERICAL_DECISION_DIGEST.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-016,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_COMPLETE_NUMERICAL_DECISION_CONSISTENCY_AUDIT.md,MODEL_3B_COMPLETE_NUMERICAL_DECISION_CONSISTENCY_AUDIT.md,md,RECONCILIATION_OR_CONSISTENCY,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,b8c2dedaef1cd92ed419171e5d70867d2e642b8dc96f173ae65817beacd72ecc,19441,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_COMPLETE_NUMERICAL_DECISION_CONSISTENCY_AUDIT.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-017,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_NUMERICAL_DECISION_DEPENDENCY_MATRIX.csv,MODEL_3B_NUMERICAL_DECISION_DEPENDENCY_MATRIX.csv,csv,RECONCILIATION_OR_CONSISTENCY,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,975ae6fa5a333fc3a63740312adf600d0d6a775cb7e723b89344c9e1f02e2ffd,3412,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_NUMERICAL_DECISION_DEPENDENCY_MATRIX.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-018,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_NUMERICAL_TEST_INVENTORY.csv,MODEL_3B_NUMERICAL_TEST_INVENTORY.csv,csv,RECONCILIATION_OR_CONSISTENCY,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,843087a76a8be5267e9ad8b076cc26326d75e12fb46ede00db3c094a660d689b,45947,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_NUMERICAL_TEST_INVENTORY.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-019,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_MATHEMATICAL_CONTRACT.md,WAVE_2_MATHEMATICAL_CONTRACT.md,md,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,4df948ad08b15d8be381927c66e52856fc31fdb564a5d2ffbe775e52e818a043,17402,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_MATHEMATICAL_CONTRACT.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-020,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_IMPLEMENTATION_COMPONENT_MAP.md,WAVE_2_IMPLEMENTATION_COMPONENT_MAP.md,md,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,970bd46edf6fd9a7482ab5fa37ef9f68ce2f5751dea73a68ff22356651770a4c,5928,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_IMPLEMENTATION_COMPONENT_MAP.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-021,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_SIMULATION_AND_COVERAGE_PLAN.md,WAVE_2_SIMULATION_AND_COVERAGE_PLAN.md,md,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,78537f1bac596ab2753013d09ef442d369a0085b6352f79093daf998b30acc3e,10166,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_SIMULATION_AND_COVERAGE_PLAN.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-022,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_M3_BLOCKER_CLOSURE_PROTOCOL.md,WAVE_2_M3_BLOCKER_CLOSURE_PROTOCOL.md,md,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,ad5fa158a0653027d678536286a3d6d3f58c7b4aadf4b7820198844576ffeeb2,13258,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_M3_BLOCKER_CLOSURE_PROTOCOL.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-023,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_TAU_CALIBRATION_PREREGISTRATION.md,WAVE_2_TAU_CALIBRATION_PREREGISTRATION.md,md,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,9605d69262dbea4a899d11d0b16eca85db3131524512369813124e23525311ba,4289,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_TAU_CALIBRATION_PREREGISTRATION.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-024,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_EXECUTION_MANIFEST_AND_STOP_RULES.md,WAVE_2_EXECUTION_MANIFEST_AND_STOP_RULES.md,md,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,347a2161d2d038e2426d61c35840f3618d92e4610663bcdd33a6d6c0a6b1060b,6850,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_EXECUTION_MANIFEST_AND_STOP_RULES.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-025,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_OPEN_DECISION_LEDGER.csv,WAVE_2_OPEN_DECISION_LEDGER.csv,csv,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,023b273e49013c2bedf0f237579f961a7a506c7d2e265ca5e8615d73efe67fa5,14596,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_OPEN_DECISION_LEDGER.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-026,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_CROSS_DOCUMENT_CONSISTENCY_AUDIT.md,WAVE_2_CROSS_DOCUMENT_CONSISTENCY_AUDIT.md,md,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,1231a105b422d3a40f20420ff10099f2edcb3b12c3f3b5d1850c91bca94f32ce,8970,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_CROSS_DOCUMENT_CONSISTENCY_AUDIT.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-027,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_REQUIREMENT_DEPENDENCY_MATRIX.csv,WAVE_2_REQUIREMENT_DEPENDENCY_MATRIX.csv,csv,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,4e038e5faf2fae98885d976cfe06d73f6512d641c60dcf716abdc7405c322261,26875,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_REQUIREMENT_DEPENDENCY_MATRIX.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-028,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_FORMULA_SYMBOL_REGISTRY.csv,WAVE_2_FORMULA_SYMBOL_REGISTRY.csv,csv,WAVE2_PLANNING,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,0dbbe9be79db592acb51fcbbcad9f331d51954e7ce0b4a3f9032bf719ec50d41,10038,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_FORMULA_SYMBOL_REGISTRY.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-029,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OPEN_DECISION_ADJUDICATION_MAP.md,WAVE_2_OPEN_DECISION_ADJUDICATION_MAP.md,md,ADJUDICATION_MAP_OR_DRAFT,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,101384c169ab381a8ef8f6569be12ee621041497efe9b3e39c89cbf78382d560,23421,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OPEN_DECISION_ADJUDICATION_MAP.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-030,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OPEN_DECISION_BATCH_MATRIX.csv,WAVE_2_OPEN_DECISION_BATCH_MATRIX.csv,csv,ADJUDICATION_MAP_OR_DRAFT,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,6a14e5370f3c3e0cc651f5ad2de1c9d1427415fe30e92fc87b614eb6ad5b2ab4,9737,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OPEN_DECISION_BATCH_MATRIX.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-031,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_LITERATURE_SEARCH_LOG.csv,WAVE_2_OD_005_006_015_LITERATURE_SEARCH_LOG.csv,csv,LITERATURE_EVIDENCE,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,3d46c8c039570613b498d3af69b850af85a93faf480ca5c525796b6d38a676c1,6001,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_LITERATURE_SEARCH_LOG.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-032,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_EVIDENCE_LEDGER.csv,WAVE_2_OD_005_006_015_EVIDENCE_LEDGER.csv,csv,LITERATURE_EVIDENCE,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,b1dd0a9182fb58f84483147212106aa3cb9530ce6daeca39920dbf6acdde81ad,15391,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_EVIDENCE_LEDGER.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-033,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_EVIDENCE_TO_OPTION_MATRIX.csv,WAVE_2_OD_005_006_015_EVIDENCE_TO_OPTION_MATRIX.csv,csv,LITERATURE_EVIDENCE,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,80f6a8c8b9d11497ffb817eb4a573d0c435a71d4263d5041809ffdc9391d3efd,11734,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_EVIDENCE_TO_OPTION_MATRIX.csv,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-034,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_MATHEMATICAL_EVIDENCE_REVIEW.md,WAVE_2_OD_005_006_015_MATHEMATICAL_EVIDENCE_REVIEW.md,md,LITERATURE_EVIDENCE,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,6ba983b46fae7943ac51943d6b7118a1d80456d1280f0acf4825b41fc2494b7c,11111,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_MATHEMATICAL_EVIDENCE_REVIEW.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-035,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_ADJUDICATION_READINESS_REPORT.md,WAVE_2_OD_005_006_015_ADJUDICATION_READINESS_REPORT.md,md,LITERATURE_EVIDENCE,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,ca30fe39915b106301ae3fdddb6441567d434b76ec7794bba6e6ec9a59a6e85b,13036,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_ADJUDICATION_READINESS_REPORT.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-036,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_DRAFT_ADJUDICATION.md,WAVE_2_OD_005_DRAFT_ADJUDICATION.md,md,ADJUDICATION_MAP_OR_DRAFT,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,762f1a5c2a75b237f5016557f3a5222ce887cd4ebe40b83407ce6e40f8fd4d3b,9889,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_DRAFT_ADJUDICATION.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-037,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_006_DRAFT_ADJUDICATION.md,WAVE_2_OD_006_DRAFT_ADJUDICATION.md,md,ADJUDICATION_MAP_OR_DRAFT,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,9e07921a2975456348dd1b75f814571f9b9c10fdcc75baf513eee00dfcd62c6d,11539,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_006_DRAFT_ADJUDICATION.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-038,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_015_DRAFT_PROCEDURAL_CONTRACT.md,WAVE_2_OD_015_DRAFT_PROCEDURAL_CONTRACT.md,md,ADJUDICATION_MAP_OR_DRAFT,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,84411737ff946b21223deb3f5254371b79d8bcebb3f65b4eadf33b27116f0f98,20687,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_015_DRAFT_PROCEDURAL_CONTRACT.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-039,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_006_015_DRAFT_RECONCILIATION.md,WAVE_2_OD_005_006_015_DRAFT_RECONCILIATION.md,md,ADJUDICATION_MAP_OR_DRAFT,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,a27652dba26e5e52fa57d18121eb7d613b286b566ec32d5963a3d6d053ed9343,10482,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_006_015_DRAFT_RECONCILIATION.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-040,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_SPECIFICATION_CLARIFICATION_REVIEW.md,WAVE_2_OD_005_SPECIFICATION_CLARIFICATION_REVIEW.md,md,ADJUDICATION_MAP_OR_DRAFT,UNCOMMITTED_WORKING_TREE_MOVED,FROZEN_V2_MILESTONE,f3a395ffd0b8f8a5867de19ebb677b517f06934de417880ef40d72221866c8f0,9670,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_SPECIFICATION_CLARIFICATION_REVIEW.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-041,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_006_SPECIFICATION_CLARIFICATION_REVIEW.md,WAVE_2_OD_006_SPECIFICATION_CLARIFICATION_REVIEW.md,md,ADJUDICATION_MAP_OR_DRAFT,UNCOMMITTED_WORKING_TREE_MOVED,FROZEN_V2_MILESTONE,eb46d1e04caadffbf8896ae1cab668c1dd05794df11131f61b5ffe750cafc96d,12185,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_006_SPECIFICATION_CLARIFICATION_REVIEW.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-042,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_006_CLARIFICATION_RECONCILIATION.md,WAVE_2_OD_005_006_CLARIFICATION_RECONCILIATION.md,md,ADJUDICATION_MAP_OR_DRAFT,UNCOMMITTED_WORKING_TREE_MOVED,FROZEN_V2_MILESTONE,a49f0c0bebf07a2130ebb4851ba5e1cfb9e2854948c798314e5450ef4a6fed72,9924,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_006_CLARIFICATION_RECONCILIATION.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
