row_id,section,key,value
44,REPRODUCIBILITY,input_file,data/research/linimasa_events.csv
45,REPRODUCIBILITY,input_sha256,ebca46d15ab1706ed040ae58206048bde5fc53576606d2dedff363fde9b5278b
46,REPRODUCIBILITY,output_file,docs/thesis/pilot_annotation/hawkes_baseline_v2/evidence_acquisition/wave1/HAWKES_V2_WAVE1_INTERNAL_EVIDENCE_VERIFICATION_REPORT.md
47,REPRODUCIBILITY,output_sha256,1684bdfde3f437c542ef874a5b6e6c00f72485c7efb1d8080ebf22841ea081b7
48,REPRODUCIBILITY,output_bytes,16914
49,REPRODUCIBILITY,output_file,docs/thesis/pilot_annotation/hawkes_baseline_v2/evidence_acquisition/wave1/HAWKES_V2_WAVE1_CITATION_DATE_PROVENANCE_LEDGER.csv
50,REPRODUCIBILITY,output_sha256,576f4fd6a41d07a70834f9ac37e449ac2c3a604d4335826dbb6aca7a788fe035
51,REPRODUCIBILITY,output_bytes,9921
52,REPRODUCIBILITY,output_file,docs/thesis/pilot_annotation/hawkes_baseline_v2/evidence_acquisition/wave1/HAWKES_V2_WAVE1_RESEARCHER_DECISION_AND_REPRODUCIBILITY_MANIFEST.csv
53,REPRODUCIBILITY,output_sha256,[SELF-REFERENTIAL -- a file cannot contain its own post-write hash; final self-hash reported in the terminal report only]
54,REPRODUCIBILITY,output_bytes,[SELF-REFERENTIAL -- see terminal report]
55,GUARDRAIL_CONFIRMATION,N_unauthorized_mutations,0
56,GUARDRAIL_CONFIRMATION,N_false_convergence,0
57,GUARDRAIL_CONFIRMATION,files_created,3
58,GUARDRAIL_CONFIRMATION,files_modified,3
59,GUARDRAIL_CONFIRMATION,files_modified_note,"All 3 modifications are within the Wave 1 authorized set itself (CSV-quoting fix to the ledger, row_id key column plus ACT-10 decision fields in this manifest, Section 4 update in the report) -- no file outside the 3-path allowlist was touched"
60,GUARDRAIL_CONFIRMATION,git_operations_performed,0
61,GUARDRAIL_CONFIRMATION,external_sources_retrieved,0
